,total_sqft,bath,balcony,price,bhk,area_type_le,location_le
6762,2120.0,3.0,2.0,177.0,3,3,141
6765,1096.0,2.0,2.0,40.55,2,3,76
6766,1107.83,2.0,1.0,41.51,2,3,99
6767,505.0,1.0,0.0,85.0,1,0,56
6768,1320.0,2.0,2.0,115.0,2,3,199
6769,1431.5,3.0,0.0,72.02,3,3,7
6770,1320.0,2.0,1.0,99.26,2,3,229
6771,2901.0,4.0,2.0,190.0,3,3,229
6772,1315.0,2.0,2.0,65.0,3,0,80
6773,1000.0,2.0,1.0,44.0,2,3,235
6774,1596.0,3.0,3.0,79.8,3,3,103
6776,2403.0,4.0,2.0,270.0,4,2,229
6777,1350.0,3.0,2.0,47.25,3,3,179
6779,1175.0,2.0,2.0,79.0,2,3,235
6780,921.0,2.0,1.0,29.47,2,3,213
6781,4000.0,4.0,2.0,1100.0,4,0,161
6782,1713.0,3.0,3.0,125.0,3,3,211
6783,1200.0,2.0,0.0,43.0,2,0,235
6784,1900.0,4.0,1.0,90.0,3,0,7
6785,1664.0,3.0,2.0,68.0,3,3,149
6786,1795.0,3.0,2.0,139.0,3,3,47
6787,600.0,1.0,1.0,19.5,1,0,139
6788,1240.0,2.0,3.0,65.0,2,0,98
6789,1965.0,4.0,2.0,132.0,3,3,95
6791,4111.0,4.0,1.0,370.0,4,2,198
6792,1200.0,2.0,2.0,59.76,2,3,78
6793,1112.0,2.0,3.0,68.0,2,3,235
6794,3000.0,3.0,2.0,60.0,3,0,189
6795,1136.0,2.0,3.0,64.5,2,3,157
6796,914.0,2.0,2.0,55.0,2,3,115
6797,1270.0,2.0,1.0,50.79,3,3,185
6798,1050.0,2.0,2.0,47.25,2,3,188
6799,1385.0,2.0,2.0,68.5,3,3,162
6800,990.0,2.0,3.0,35.0,2,3,235
6801,845.0,2.0,2.0,43.0,2,0,231
6802,1485.0,2.0,1.0,96.51,2,3,229
6803,1460.0,2.0,3.0,43.79,3,3,128
6804,1450.0,2.0,1.0,57.0,2,3,214
6805,1360.0,2.0,1.0,53.0,3,0,90
6806,1375.0,2.0,3.0,58.0,2,0,206
6807,1125.0,2.0,1.0,48.0,2,3,220
6808,720.0,1.0,1.0,60.0,1,3,28
6809,1460.0,2.0,2.0,100.0,3,3,6
6810,1107.0,2.0,2.0,40.0,2,0,235
6811,1158.0,2.0,3.0,75.0,2,0,235
6812,800.0,1.0,1.0,30.0,2,3,230
6814,1760.0,3.0,2.0,128.0,3,3,45
6815,3200.0,4.0,2.0,200.0,4,2,235
6817,1350.0,3.0,1.0,60.0,3,0,212
6819,1125.0,2.0,1.0,32.49,2,0,235
6820,1706.0,3.0,3.0,154.0,3,3,79
6821,1600.0,3.0,2.0,112.0,3,3,24
6822,1200.0,2.0,0.0,90.0,2,3,235
6823,1755.0,3.0,3.0,101.0,3,3,229
6824,1200.0,2.0,1.0,50.0,2,3,106
6825,1200.0,2.0,2.0,67.0,2,3,22
6826,1266.67,2.0,0.0,69.0,2,3,235
6827,1800.0,3.0,2.0,90.0,3,3,235
6828,1200.0,4.0,1.0,275.0,3,2,202
6829,1300.0,3.0,2.0,64.0,3,3,2
6831,4800.0,5.0,2.0,550.0,4,2,229
6832,1029.5,2.0,0.0,50.855,2,3,168
6833,1128.0,2.0,2.0,40.0,2,3,189
6834,2000.0,2.0,1.0,160.0,2,2,235
6835,1210.0,2.0,1.0,80.0,2,3,182
6836,2710.0,6.0,2.0,142.0,4,3,20
6837,1151.0,2.0,2.0,39.0,2,3,189
6838,7500.0,8.0,3.0,1700.0,5,3,190
6839,1464.0,3.0,2.0,56.0,3,3,235
6840,1017.0,2.0,2.0,27.0,2,3,76
6841,920.0,2.0,1.0,40.0,2,0,199
6844,1750.0,3.0,3.0,86.5,3,3,166
6845,1163.0,2.0,1.0,65.0,2,0,66
6846,1650.0,3.0,3.0,110.0,3,3,6
6847,1800.0,3.0,3.0,95.0,3,3,235
6848,1100.0,2.0,1.0,58.0,2,3,55
6849,1200.0,2.0,2.0,60.0,2,0,187
6850,1410.0,3.0,2.0,65.0,3,3,235
6851,1933.0,3.0,2.0,98.0,3,3,41
6852,1200.0,2.0,2.0,45.6,2,3,41
6853,1608.0,2.0,3.0,63.0,3,3,229
6854,2679.0,5.0,2.0,280.0,4,2,235
6855,1156.0,2.0,2.0,46.9,2,3,100
6856,1230.0,2.0,0.0,75.0,2,2,235
6857,770.0,1.0,1.0,43.82,1,3,132
6858,1777.26,3.0,2.0,105.0,3,3,19
6859,1339.0,2.0,2.0,85.0,2,3,129
6860,3044.0,3.0,2.0,183.0,3,0,199
6861,1080.0,2.0,2.0,44.8,2,0,235
6862,3150.0,5.0,2.0,145.0,8,1,235
6863,2400.0,2.0,2.0,135.0,2,2,235
6864,1450.0,3.0,3.0,72.0,3,0,106
6865,1075.0,2.0,2.0,53.0,2,3,147
6866,1163.0,2.0,2.0,62.0,3,3,199
6867,1200.0,2.0,0.0,65.0,2,0,212
6870,1299.0,2.0,1.0,100.0,2,0,93
6871,1130.0,2.0,1.0,32.63,2,0,76
6872,1170.0,2.0,2.0,75.0,2,3,89
6874,2600.0,4.0,3.0,175.0,4,3,231
6875,1140.0,2.0,1.0,43.32,2,3,117
6876,1900.0,3.0,3.0,125.0,3,3,129
6877,1090.0,2.0,1.0,31.48,2,0,51
6878,1110.0,2.0,1.0,39.95,2,3,76
6879,705.0,1.0,1.0,57.0,1,3,174
6880,1089.0,2.0,1.0,60.0,2,3,88
6881,880.0,2.0,1.0,48.0,2,2,235
6882,1080.0,2.0,2.0,32.0,2,0,139
6883,1093.0,2.0,1.0,68.1,2,3,214
6884,1480.0,3.0,1.0,75.48,3,3,30
6885,1703.0,3.0,2.0,125.0,3,3,95
6886,1200.0,2.0,1.0,60.0,2,3,93
6887,1690.0,3.0,2.0,116.0,3,3,162
6888,1305.0,2.0,1.0,78.0,2,3,231
6889,1257.0,2.0,2.0,40.22,3,3,213
6890,1150.0,2.0,2.0,45.0,2,3,235
6891,1194.0,2.0,0.0,55.0,2,3,235
6892,2000.0,3.0,1.0,90.0,3,0,235
6893,1500.0,4.0,1.0,99.0,3,2,17
6894,1025.0,2.0,0.0,42.5,2,0,235
6895,980.0,2.0,1.0,38.19,2,0,99
6896,1200.0,2.0,1.0,100.0,3,2,103
6897,2225.0,3.0,1.0,149.0,3,3,229
6898,1022.0,2.0,2.0,57.0,2,3,235
6900,1153.0,2.0,2.0,45.0,2,0,175
6901,1175.0,2.0,2.0,60.0,2,3,181
6902,1560.0,3.0,3.0,68.0,3,0,224
6903,650.0,1.0,1.0,17.0,1,0,232
6905,1350.0,3.0,2.0,55.0,2,3,46
6906,1200.0,2.0,1.0,76.0,2,2,235
6907,1200.0,1.0,1.0,54.0,2,3,235
6908,800.0,2.0,1.0,25.0,2,3,57
6909,2093.0,4.0,1.0,104.0,4,3,76
6910,1320.0,2.0,2.0,55.44,3,3,220
6911,1275.0,2.0,1.0,73.0,2,3,36
6912,1215.0,2.0,2.0,43.13,2,3,41
6913,1130.0,2.0,1.0,45.2,2,3,128
6914,1444.0,2.0,2.0,71.5,3,3,41
6915,950.0,2.0,2.0,38.0,2,3,235
6917,1240.0,2.0,2.0,59.52,3,3,29
6919,1231.0,2.0,2.0,50.0,2,3,96
6920,1300.0,2.0,1.0,120.0,2,3,43
6921,1713.0,3.0,2.0,110.0,3,3,234
6922,1200.0,2.0,1.0,53.33,2,3,143
6924,1310.0,2.0,0.0,46.0,3,0,209
6925,790.0,2.0,1.0,49.5,2,3,113
6926,1744.0,3.0,1.0,200.0,3,3,145
6927,1605.0,3.0,2.0,100.0,3,3,235
6928,1250.0,2.0,2.0,82.0,2,3,229
6929,2476.0,3.0,3.0,337.0,3,3,161
6930,1260.0,2.0,2.0,76.0,3,0,210
6931,1615.0,3.0,1.0,175.0,3,3,190
6932,1180.0,2.0,1.0,56.0,2,3,231
6933,1255.0,2.0,2.0,50.19,3,3,220
6934,1025.0,2.0,1.0,53.9,2,3,76
6935,1877.0,4.0,2.0,150.0,3,3,199
6936,1649.0,3.0,2.0,150.0,3,0,154
6938,2500.0,5.0,2.0,125.0,5,0,96
6939,1542.0,3.0,2.0,98.0,3,0,235
6940,1418.0,2.0,2.0,105.0,2,3,215
6941,1012.0,2.0,0.0,42.0,2,0,235
6942,1200.0,2.0,1.0,65.0,2,2,57
6943,1115.0,2.0,2.0,43.0,2,3,199
6944,1680.0,4.0,3.0,95.0,3,3,85
6945,1171.0,2.0,2.0,72.0,2,3,179
6946,1027.0,2.0,1.0,68.62,2,3,218
6947,1700.0,3.0,3.0,75.0,3,3,204
6948,1090.0,2.0,2.0,38.15,2,3,128
6949,1232.0,2.0,1.0,74.0,2,3,97
6950,766.0,2.0,2.0,28.0,2,3,17
6952,525.0,1.0,1.0,27.0,1,3,129
6954,1452.0,2.0,1.0,41.0,3,0,111
6955,1254.0,2.0,1.0,65.0,3,3,62
6956,3600.0,5.0,0.0,110.0,5,0,235
6957,1593.0,3.0,1.0,118.0,3,3,129
6958,1333.0,2.0,2.0,77.27,2,3,235
6959,1100.0,3.0,1.0,110.0,3,0,235
6960,1375.0,2.0,1.0,54.99,3,3,189
6961,1650.0,3.0,3.0,82.0,3,3,19
6962,1430.0,2.0,2.0,51.48,3,3,214
6963,940.0,2.0,1.0,54.0,2,0,76
6964,435.0,1.0,1.0,21.0,1,3,76
6965,1160.0,2.0,2.0,36.54,2,3,41
6966,1500.0,2.0,1.0,77.5,3,3,76
6967,1890.0,2.0,1.0,100.0,3,3,145
6968,1050.0,2.0,1.0,70.0,2,0,235
6970,1027.0,2.0,2.0,43.0,2,3,91
6972,3000.0,4.0,2.0,235.0,3,2,203
6973,1459.0,2.0,1.0,95.0,3,3,218
6974,1711.0,3.0,3.0,85.61,3,3,231
6975,1250.0,2.0,2.0,98.0,2,3,98
6976,645.0,1.0,1.0,16.45,1,3,57
6977,875.0,2.0,1.0,57.0,2,2,15
6978,1334.0,2.0,1.0,67.0,2,0,193
6979,1140.0,2.0,1.0,32.92,2,0,235
6980,1115.0,2.0,2.0,50.0,2,3,199
6981,1200.0,5.0,2.0,200.0,3,2,14
6982,1776.0,3.0,1.0,190.0,3,3,190
6983,2072.0,4.0,2.0,160.0,3,3,215
6984,1600.0,3.0,2.0,170.0,3,2,151
6986,920.0,2.0,3.0,39.0,2,3,138
6987,778.0,2.0,0.0,25.29,2,3,57
6988,1310.0,3.0,3.0,95.0,4,2,172
6989,1631.0,3.0,2.0,80.0,3,3,76
6990,525.0,1.0,1.0,27.5,1,3,129
6991,1395.0,3.0,3.0,82.0,3,0,113
6992,2000.0,3.0,2.0,105.0,3,3,235
6993,1232.0,2.0,1.0,66.0,2,3,97
6994,1075.0,2.0,1.0,55.0,2,3,235
6995,1205.0,2.0,2.0,70.0,2,3,86
6997,2340.0,5.0,1.0,129.0,4,3,191
6998,1179.0,2.0,1.0,55.0,3,3,194
6999,1013.0,2.0,1.0,51.0,2,3,141
7000,1160.0,2.0,2.0,40.6,2,3,220
7002,1200.0,2.0,2.0,62.5,2,3,6
7004,1255.0,2.0,3.0,50.19,3,3,220
7005,1100.0,2.0,1.0,145.0,3,0,235
7006,1069.0,2.0,1.0,55.0,2,0,235
7007,1200.0,3.0,2.0,99.0,3,2,235
7008,1400.0,1.0,1.0,285.0,1,3,149
7009,1065.0,2.0,2.0,55.0,2,3,162
7010,1395.0,2.0,0.0,75.0,2,0,154
7011,1725.0,2.0,1.0,165.0,3,0,94
7012,1007.0,2.0,2.0,43.0,2,0,235
7013,1436.0,2.0,2.0,55.0,3,0,137
7014,4250.0,6.0,3.0,150.0,6,3,235
7015,1645.0,3.0,2.0,117.0,3,3,93
7016,1200.0,2.0,0.0,58.0,2,2,137
7017,940.0,2.0,1.0,43.61,2,3,168
7018,4300.0,6.0,2.0,175.0,6,0,117
7019,2850.0,5.0,3.0,343.0,3,3,93
7020,1740.0,3.0,2.0,191.0,3,0,110
7021,1194.0,2.0,2.0,47.0,2,3,91
7022,3761.0,3.0,2.0,650.0,3,3,235
7023,1829.0,3.0,2.0,125.0,3,3,70
7024,1800.0,4.0,3.0,178.0,4,2,229
7025,1000.0,2.0,1.0,60.0,2,3,235
7026,5720.0,3.0,0.0,350.0,3,0,235
7028,675.0,1.0,1.0,15.0,2,3,235
7029,1390.0,2.0,2.0,95.0,2,3,93
7030,1500.0,3.0,2.0,104.0,3,3,154
7031,2047.0,3.0,2.0,136.0,3,3,225
7032,1202.0,2.0,1.0,79.0,2,3,112
7033,1012.0,2.0,1.0,59.0,2,3,235
7034,2132.0,3.0,3.0,80.0,3,3,87
7035,1350.0,4.0,3.0,340.0,4,2,189
7036,605.0,1.0,1.0,40.0,1,3,229
7037,1331.0,2.0,1.0,88.0,2,3,92
7038,1200.0,2.0,0.0,69.0,2,2,163
7039,1150.0,2.0,0.0,250.0,2,0,235
7040,1200.0,2.0,1.0,136.0,2,2,195
7041,1800.0,2.0,0.0,300.0,2,0,235
7043,1280.0,2.0,2.0,49.0,3,3,235
7044,1007.0,2.0,1.0,62.0,2,3,27
7045,1370.0,2.0,1.0,61.0,3,3,214
7046,925.0,2.0,2.0,35.0,2,3,235
7047,1500.0,2.0,0.0,75.0,2,3,212
7048,450.0,1.0,1.0,12.5,1,0,21
7050,1341.0,2.0,1.0,95.0,2,3,97
7051,1350.0,2.0,2.0,47.25,3,3,2
7052,992.0,2.0,1.0,60.0,2,3,218
7053,1163.0,2.0,2.0,68.0,2,3,220
7054,1229.0,2.0,2.0,70.0,2,3,199
7056,1219.0,2.0,1.0,61.26,2,3,77
7057,1525.0,2.0,2.0,99.13,3,3,189
7058,1147.0,2.0,1.0,60.0,2,3,132
7059,1412.0,2.0,3.0,88.0,3,3,11
7061,1044.0,2.0,1.0,34.77,2,3,199
7062,1190.0,2.0,2.0,63.0,2,3,171
7063,1240.0,2.0,2.0,65.0,3,3,235
7064,1352.0,3.0,1.0,65.0,3,3,115
7065,1100.0,2.0,2.0,55.0,2,0,235
7066,1330.0,2.0,2.0,39.9,3,3,220
7067,1700.0,3.0,2.0,111.0,3,3,235
7068,1355.0,2.0,1.0,67.0,2,3,76
7069,1200.0,2.0,1.0,46.0,2,3,193
7070,400.0,2.0,1.0,25.0,1,3,137
7072,1615.0,3.0,2.0,50.87,3,3,41
7073,1340.0,2.0,1.0,65.0,2,3,235
7074,1200.0,2.0,1.0,54.0,2,3,235
7075,400.0,1.0,0.0,55.0,1,0,234
7076,1080.0,2.0,1.0,52.0,2,3,68
7077,1600.0,2.0,1.0,31.0,2,3,235
7078,1200.0,2.0,0.0,34.0,2,3,76
7079,2700.0,3.0,2.0,150.0,3,2,97
7080,1780.0,3.0,0.0,110.0,3,0,235
7081,1605.0,3.0,2.0,65.0,3,0,14
7082,7200.0,5.0,2.0,1584.0,4,3,219
7084,1200.0,2.0,2.0,80.0,2,3,126
7085,900.0,2.0,0.0,49.0,2,2,163
7086,1830.0,3.0,1.0,88.0,3,0,198
7088,650.0,1.0,3.0,500.0,1,0,235
7089,1800.0,4.0,1.0,68.0,5,2,235
7091,1230.0,2.0,2.0,31.37,3,3,57
7092,1065.0,2.0,1.0,42.59,2,3,220
7094,1080.0,3.0,2.0,149.0,3,2,235
7096,946.0,2.0,2.0,45.0,2,3,235
7097,1500.0,1.0,0.0,60.0,1,3,153
7098,1711.0,3.0,1.0,110.0,3,3,199
7100,950.0,2.0,1.0,25.65,2,3,57
7101,1656.0,3.0,2.0,80.0,3,3,149
7102,1075.0,2.0,1.0,46.76,2,3,220
7103,1752.12,3.0,2.0,133.0,3,3,92
7104,6000.0,8.0,0.0,220.0,8,2,93
7105,1540.0,3.0,3.0,85.0,3,3,235
7107,665.0,1.0,2.0,32.0,1,3,152
7109,1145.0,2.0,1.0,54.0,2,3,78
7110,1185.0,2.0,2.0,41.0,2,3,229
7111,1200.0,3.0,1.0,190.0,3,2,235
7112,1693.0,3.0,2.0,125.0,3,0,162
7113,2456.0,3.0,3.0,220.0,3,3,235
7114,2559.0,3.0,2.0,403.0,3,3,190
7115,1155.0,2.0,1.0,40.6,2,3,220
7116,1610.0,2.0,2.0,64.4,3,3,235
7117,1200.0,3.0,2.0,56.58,3,2,229
7118,1530.0,2.0,1.0,185.0,2,2,235
7119,1709.0,3.0,1.0,80.0,3,0,75
7122,840.0,1.0,1.0,150.0,1,2,235
7123,1400.0,2.0,1.0,50.0,3,3,84
7124,1200.0,2.0,1.0,42.0,2,3,117
7125,1439.0,3.0,1.0,57.23,3,3,235
7126,1375.0,2.0,2.0,72.0,2,3,132
7127,2990.0,5.0,3.0,416.0,5,2,23
7128,1200.0,2.0,1.0,75.0,3,3,225
7129,1315.0,2.0,3.0,75.0,2,0,231
7130,1500.0,2.0,0.0,40.0,2,2,74
7131,3600.0,6.0,1.0,200.0,6,0,231
7132,1178.0,2.0,3.0,82.0,2,3,225
7133,1430.0,3.0,2.0,59.0,3,3,36
7134,1400.0,2.0,2.0,65.8,3,3,157
7135,1093.0,2.0,2.0,72.0,2,3,214
7136,1200.0,2.0,1.0,45.0,2,3,100
7137,5000.0,6.0,1.0,360.0,5,2,156
7138,1200.0,2.0,0.0,130.0,3,0,0
7139,2210.0,3.0,2.0,156.0,3,0,229
7140,1150.0,2.0,2.0,70.0,2,3,220
7141,1435.0,2.0,1.0,60.0,3,3,235
7143,1173.0,2.0,1.0,78.2,2,3,229
7144,1140.0,2.0,1.0,39.0,2,3,214
7145,1717.0,3.0,3.0,120.0,3,3,235
7147,1370.0,3.0,2.0,67.0,3,0,98
7148,1025.0,2.0,1.0,90.0,2,3,78
7149,1409.0,2.0,3.0,62.0,3,3,235
7150,1200.0,2.0,1.0,52.0,2,3,42
7151,1200.0,2.0,1.0,53.5,2,3,214
7152,1740.0,4.0,3.0,130.0,3,3,229
7153,1232.0,2.0,1.0,88.0,2,3,97
7154,1200.0,2.0,1.0,36.0,2,2,57
7155,5924.0,4.0,3.0,625.0,4,3,229
7156,1250.0,2.0,1.0,50.0,2,3,235
7157,1475.0,2.0,2.0,171.0,2,0,235
7158,2100.0,4.0,2.0,85.0,4,3,49
7159,552.0,1.0,1.0,23.5,1,3,4
7160,1065.0,2.0,2.0,42.59,3,3,220
7161,1000.0,3.0,1.0,130.0,3,2,96
7162,1225.0,2.0,0.0,65.0,2,2,235
7163,650.0,1.0,0.0,16.0,1,0,235
7164,1067.0,2.0,2.0,52.0,2,3,180
7165,1364.0,2.0,2.0,56.0,3,3,198
7166,1750.0,3.0,3.0,75.0,3,3,235
7167,1240.0,2.0,1.0,71.0,2,3,36
7168,1200.0,2.0,0.0,75.0,2,2,106
7170,1504.0,2.0,2.0,102.0,3,3,235
7171,1116.0,2.0,1.0,49.8,2,3,235
7172,2365.0,4.0,2.0,175.0,3,3,97
7173,1308.0,2.0,2.0,37.0,2,0,200
7174,864.0,2.0,0.0,45.0,2,0,225
7177,1333.0,2.0,1.0,100.0,2,3,93
7178,1800.0,4.0,1.0,145.0,4,3,235
7180,1698.0,3.0,2.0,107.0,3,3,214
7181,1275.0,2.0,2.0,43.6,3,3,111
7182,1060.0,2.0,1.0,48.0,2,3,189
7183,1160.0,2.0,1.0,49.0,2,3,96
7187,1310.0,2.0,1.0,66.0,2,3,97
7188,1806.0,6.0,1.0,370.0,6,2,225
7190,2145.0,3.0,2.0,165.0,3,3,221
7191,1693.0,3.0,1.0,125.0,3,3,162
7192,1230.0,3.0,3.0,60.0,3,3,115
7193,1200.0,3.0,1.0,145.0,3,2,68
7194,1310.0,2.0,1.0,37.83,3,0,51
7195,1150.0,2.0,1.0,60.0,2,3,235
7196,1385.0,2.0,2.0,66.5,3,3,166
7197,1066.0,2.0,2.0,52.5,2,3,218
7198,2293.0,3.0,2.0,80.26,3,3,214
7200,1625.0,3.0,3.0,92.0,3,1,235
7201,1246.0,2.0,1.0,67.4,2,3,228
7202,2100.0,6.0,1.0,252.0,4,2,225
7203,2400.0,4.0,3.0,250.0,4,3,235
7205,1000.0,2.0,1.0,70.65,2,3,6
7206,907.0,2.0,2.0,38.0,2,3,174
7207,3500.0,4.0,0.0,138.0,4,2,219
7208,1395.0,2.0,3.0,79.0,3,3,221
7209,1180.0,2.0,2.0,50.0,2,3,235
7210,1903.0,6.0,2.0,140.0,5,2,33
7211,1175.0,2.0,1.0,47.0,2,3,76
7212,1272.0,2.0,2.0,51.5,2,3,235
7213,1490.0,2.0,1.0,92.0,3,3,235
7214,1144.0,2.0,2.0,67.0,2,3,234
7216,1143.0,2.0,1.0,53.0,2,3,101
7217,2500.0,3.0,2.0,190.0,3,2,131
7218,1216.0,2.0,1.0,75.0,2,3,229
7219,1044.0,2.0,1.0,60.0,2,3,235
7220,1352.0,3.0,1.0,93.0,2,3,186
7221,1552.0,3.0,3.0,75.0,3,3,97
7222,1785.0,3.0,2.0,120.0,3,0,42
7223,810.0,2.0,2.0,34.5,2,3,181
7224,1650.0,3.0,2.0,51.98,3,3,31
7225,1595.0,3.0,2.0,70.39,3,3,235
7226,1060.0,2.0,1.0,35.0,2,3,229
7227,1410.0,2.0,3.0,65.0,3,3,25
7228,1523.0,2.0,2.0,56.0,3,3,171
7229,1591.0,3.0,1.0,122.0,3,3,129
7230,1640.0,3.0,3.0,84.0,3,3,235
7231,450.0,1.0,0.0,16.0,1,0,232
7232,1305.0,2.0,2.0,60.0,3,3,36
7233,1590.0,3.0,1.0,54.0,3,3,231
7234,1240.0,2.0,3.0,45.0,2,0,120
7235,1200.0,2.0,2.0,54.0,2,3,235
7236,1100.0,2.0,1.0,41.16,2,3,70
7237,1180.0,2.0,1.0,128.0,2,3,145
7238,1115.0,2.0,1.0,50.0,2,3,199
7239,845.0,2.0,1.0,33.0,2,3,48
7240,1567.2,2.0,0.0,190.0,3,3,235
7241,1310.0,2.0,2.0,45.0,3,3,58
7242,26136.0,1.0,0.0,150.0,1,2,231
7243,959.0,2.0,1.0,42.5,2,0,235
7245,883.0,2.0,1.0,37.0,2,3,125
7246,1050.0,2.0,2.0,55.5,2,3,188
7247,1390.0,2.0,2.0,70.21,2,3,231
7249,1280.0,2.0,2.0,69.0,3,3,136
7251,1614.0,3.0,2.0,95.0,3,3,231
7252,1000.0,2.0,0.0,58.0,2,3,133
7253,1196.0,2.0,2.0,57.9,2,3,162
7254,1220.0,3.0,2.0,57.0,3,3,199
7255,950.0,2.0,1.0,31.95,2,3,12
7257,1141.0,2.0,1.0,55.0,2,3,235
7258,1200.0,2.0,2.0,51.0,2,3,4
7259,1380.0,2.0,2.0,55.0,3,3,132
7260,855.0,2.0,1.0,32.0,2,3,72
7261,645.0,1.0,1.0,16.45,1,3,57
7262,922.0,2.0,1.0,36.0,2,3,57
7263,1200.0,2.0,2.0,43.2,2,0,235
7264,1240.0,2.0,2.0,65.0,3,3,235
7265,1070.0,2.0,2.0,42.0,2,3,6
7266,1293.0,2.0,2.0,75.0,2,3,235
7267,1380.0,2.0,1.0,50.0,3,0,187
7268,1599.0,3.0,2.0,80.0,3,3,232
7269,967.0,2.0,2.0,41.1,2,3,235
7270,1885.0,3.0,3.0,90.0,3,3,235
7271,860.0,2.0,2.0,65.5,2,0,235
7272,1075.0,1.0,0.0,19.5,1,2,231
7273,1050.0,2.0,1.0,63.5,2,3,199
7274,1595.0,3.0,2.0,88.0,3,3,162
7275,1350.0,2.0,2.0,102.0,2,3,199
7276,1204.0,2.0,2.0,45.0,2,0,93
7278,1035.0,2.0,2.0,49.0,2,3,199
7279,1000.0,2.0,1.0,29.95,2,3,108
7280,1457.0,3.0,3.0,85.0,3,3,199
7281,1194.0,2.0,2.0,47.0,2,3,91
7282,1100.0,2.0,1.0,66.0,2,3,35
7283,1655.0,3.0,3.0,120.0,3,3,229
7284,1691.2,3.0,1.0,115.0,3,3,129
7285,1215.0,2.0,1.0,46.1,2,3,192
7286,1155.0,2.0,0.0,50.125,2,3,129
7287,1639.0,3.0,2.0,129.0,3,3,98
7288,1685.0,3.0,1.0,135.0,3,3,199
7290,1100.0,2.0,3.0,38.0,2,3,101
7291,2122.0,3.0,2.0,125.0,3,3,162
7292,1050.0,2.0,2.0,47.0,2,3,223
7293,1230.0,2.0,2.0,45.0,2,0,137
7294,1240.0,3.0,2.0,60.0,3,3,4
7295,1252.0,2.0,3.0,65.0,3,0,77
7296,1374.0,2.0,2.0,88.0,3,3,235
7297,500.0,1.0,1.0,30.0,1,3,7
7299,1355.0,3.0,2.0,83.87,3,3,93
7300,1040.0,2.0,3.0,45.0,2,3,28
7301,1350.0,2.0,2.0,68.0,2,3,199
7302,4003.0,6.0,3.0,300.0,4,3,229
7304,1560.0,3.0,1.0,90.0,3,3,91
7305,1151.0,2.0,1.0,43.16,2,3,15
7306,1360.0,2.0,2.0,47.59,3,3,220
7307,1250.0,2.0,2.0,60.0,2,3,235
7308,1110.0,2.0,2.0,29.97,3,3,57
7309,1015.0,2.0,2.0,50.0,2,0,97
7310,1351.0,2.0,2.0,78.0,3,3,119
7311,960.0,2.0,2.0,50.0,2,3,232
7312,1110.0,2.0,2.0,52.0,2,3,235
7313,1680.0,3.0,2.0,72.0,3,0,187
7314,2400.0,3.0,1.0,180.0,3,2,20
7315,11000.0,5.0,3.0,2000.0,4,2,235
7316,1350.0,3.0,2.0,48.6,3,0,235
7317,1254.0,2.0,2.0,47.0,2,3,100
7318,1255.0,3.0,2.0,115.0,3,3,91
7319,1051.0,2.0,3.0,61.0,2,3,55
7320,1200.0,3.0,1.0,205.0,3,2,235
7321,1099.0,2.0,2.0,65.0,2,0,220
7322,2650.0,4.0,3.0,199.0,3,3,93
7323,2000.0,2.0,1.0,160.0,4,0,235
7324,1541.0,2.0,2.0,130.0,2,3,234
7325,1200.0,3.0,2.0,70.0,3,2,199
7326,1125.0,2.0,2.0,45.0,2,0,229
7327,1650.0,3.0,2.0,85.0,3,3,228
7328,834.0,1.0,1.0,62.0,1,3,235
7329,1320.0,3.0,2.0,60.0,3,3,83
7330,1200.0,3.0,1.0,149.0,3,2,160
7332,1500.0,3.0,2.0,74.0,3,3,168
7333,4400.0,5.0,2.0,500.0,4,2,229
7335,600.0,1.0,0.0,52.0,1,2,235
7336,1180.0,2.0,2.0,70.0,2,3,229
7337,1010.0,2.0,1.0,50.0,2,3,119
7338,1070.0,2.0,1.0,38.0,2,3,58
7339,1580.0,3.0,3.0,105.0,3,3,62
7342,1920.0,3.0,2.0,130.0,3,3,109
7343,1200.0,2.0,1.0,76.0,3,3,196
7344,1040.0,2.0,2.0,45.0,2,0,123
7345,1430.0,2.0,2.0,90.0,3,3,106
7346,1215.0,2.0,2.0,52.85,3,3,220
7347,650.0,1.0,1.0,70.0,1,3,73
7348,1564.0,3.0,1.0,105.0,3,3,214
7350,750.0,2.0,0.0,58.0,2,0,101
7351,1200.0,2.0,2.0,60.0,2,3,132
7352,1128.0,2.0,1.0,48.79,2,3,189
7353,1200.0,2.0,2.0,44.4,2,3,41
7354,2000.0,4.0,1.0,135.0,4,3,235
7356,2400.0,4.0,2.0,480.0,4,2,235
7357,1650.0,3.0,3.0,105.0,3,0,231
7358,1235.0,2.0,2.0,148.0,2,3,0
7359,1200.0,2.0,2.0,55.0,2,0,231
7361,985.0,2.0,2.0,42.0,2,3,138
7362,1475.0,2.0,2.0,63.0,3,3,192
7363,3450.0,5.0,0.0,348.0,3,3,93
7364,1157.0,2.0,1.0,53.99,3,3,199
7365,900.0,2.0,3.0,35.0,2,0,235
7366,2500.0,3.0,2.0,120.0,4,2,84
7367,1030.0,2.0,1.0,60.0,2,0,80
7368,1000.0,2.0,1.0,46.0,2,3,235
7369,3800.0,3.0,3.0,325.0,4,0,199
7370,4260.0,4.0,2.0,333.0,4,2,132
7371,1950.0,6.0,3.0,175.0,5,2,53
7372,1570.0,2.0,2.0,65.94,3,3,148
